1         1       0.000000000       20.464516878        6.147302792
1         2       0.000000000       14.314822870        4.045197246
1         3       0.000000000       12.128833093        3.391263392
1         4       0.000000000       16.545811172        4.862534078
1         5       0.000000000        9.992294602        2.753240926
1         6       0.000000000       12.755337804        3.642925786
1         7       0.000000000        7.931690848        2.138170190
1         8       0.000000000        9.209289972        2.521242778
1         9       0.000000000        5.990318244        1.558880676
1        10       0.000000000        6.127283386        1.547079118
1        11       0.000000000        4.220396339        1.034070274
1        12       0.000000000        3.600771583        0.778324008
1        13       0.000000000       26.027249215        1.850248439
1        14       0.000000000       26.585887375        2.435783060
1        15       0.000000000       14.373795196        1.123940770
1        16       0.000000000       69.357172027        5.082623877
1        17       0.000000000       74.412849766        7.236439011
1        18       0.000000000       33.420148354        2.760305569
1        19       0.000000000       11.798168380        0.736761023
1        20       0.000000000       11.941784393        0.896007992
1        21       0.000000000        6.664803710        0.486092578
1        22       0.000000000       55.184843857        3.969136460
1        23       0.000000000       59.817057385        5.696663943
1        24       0.000000000       25.711156868        2.122457377
1        25       0.000000000        4.679381516        0.233367939
1        26       0.000000000        4.979785806        0.270076063
1        27       0.000000000        2.700783466        0.172182650
1        28       0.000000000       38.876628053        2.655335500
1        29       0.000000000       42.763872190        3.803276681
1        30       0.000000000       17.175904284        1.398595782
1        31       0.000000000        2.050751566        0.066221139
1        32       0.000000000        2.518193577        0.095147484
1        33       0.000000000        1.097662330        0.050914903
1        34       0.000000000       23.554369474        1.421327009
1        35       0.000000000       26.536181861        2.005680655
1        36       0.000000000        9.590706601        0.740124646
2         1       0.000000000       21.232764449        5.345991034
2         2       0.014964729       18.097143852        5.336123599
2         3       0.009474320       15.325103246        4.462109603
2         4       0.000000000       17.992161784        4.481774950
2         5       0.005394757       12.633069733        3.623327728
2         6       0.000000000       14.834332941        3.638586800
2         7       0.002640463       10.055132810        2.830703602
2         8       0.000000000       11.799501422        2.825730853
2         9       0.001036077        7.645042509        2.100568875
2        10       0.000000000        8.954730903        2.060162115
2        11       0.000291237        5.468383694        1.452148707
2        12       0.000000000        6.383606578        1.366591065
2        13       0.000000000       32.396592963        1.865653609
2        14       0.000000000       22.682826884        2.628296021
2        15       0.000000000       19.491780797        1.632986381
2        16       0.000000000       77.924411319        4.525581394
2        17       0.000000000       68.612725562        7.638271882
2        18       0.000000000       52.445650436        4.468462069
2        19       0.000000000       15.265696250        0.777998973
2        20       0.000000000        9.816736339        1.018834595
2        21       0.000000000        8.442646594        0.662336798
2        22       0.000000000       60.793514606        3.437926759
2        23       0.000000000       55.746635017        6.028810456
2        24       0.000000000       41.396516234        3.497812487
2        25       0.000000000        6.373282096        0.260187393
2        26       0.000000000        3.848642558        0.338107463
2        27       0.000000000        3.196274793        0.218756529
2        28       0.000000000       41.847308048        2.192957341
2        29       0.000000000       40.612111701        4.074535432
2        30       0.000000000       28.604833932        2.356304862
2        31       0.000000000        2.648595308        0.078872182
2        32       0.000000000        1.662567168        0.123982065
2        33       0.000000000        1.240758465        0.066062749
2        34       0.000000000       24.715879261        1.089941555
2        35       0.000000000       25.701907209        2.213036745
2        36       0.000000000       16.571354691        1.280770524
      -0.127988751       -0.005074723
